LEA,LEA Name,Position Category,Rural Status,2023-2024 Headcount,2024-2025 Headcount,Difference,People Returned,People Left ,New People,Turnover Rate,
1040,Academy 20,Principals,Non-Rural,107,106,-1,90,17,16,15.89%,
1040,Academy 20,Professional-Other,Non-Rural,135,129,-6,93,42,36,31.11%,
1040,Academy 20,Teachers,Non-Rural,1692,1616,-76,1361,331,255,19.56%,
1040,Academy 20 Total,1040 All Job Catagories Totals,Non-Rural,3665,3804,139,2853,812,951,22.16%,
1050,Ellicott 22,Adminstrators,Small Rural,4,5,1,1,3,4,75.00%,
1050,Ellicott 22,Crafts/Trades/Services,Small Rural,31,38,7,18,13,20,41.94%,
1050,Ellicott 22,Instructional Support,Small Rural,10,10,0,5,5,5,50.00%,
1050,Ellicott 22,Office/Administrative Support,Small Rural,11,10,-1,7,4,3,36.36%,
1050,Ellicott 22,Other Support/Special Service Providers,Small Rural,3,0,-3,0,3,0,100.00%,
1050,Ellicott 22,Paraprofessional,Small Rural,50,50,0,26,24,24,48.00%,
1050,Ellicott 22,Principals,Small Rural,6,6,0,5,1,1,16.67%,
1050,Ellicott 22,Professional-Other,Small Rural,4,5,1,3,1,2,25.00%,
1050,Ellicott 22,Teachers,Small Rural,65,71,6,55,10,16,15.38%,
1050,Ellicott 22 Total,1050 All Job Catagories Totals,Small Rural,184,195,11,120,64,75,34.78%,
1060,Peyton 23 Jt,Adminstrators,Small Rural,1,1,0,1,0,0,0.00%,
1060,Peyton 23 Jt,Crafts/Trades/Services,Small Rural,24,30,6,19,5,11,20.83%,
1060,Peyton 23 Jt,Instructional Support,Small Rural,4,8,4,3,1,5,25.00%,
1060,Peyton 23 Jt,Office/Administrative Support,Small Rural,6,8,2,6,0,2,0.00%,
1060,Peyton 23 Jt,Other Support/Special Service Providers,Small Rural,3,2,-1,0,3,2,100.00%,
1060,Peyton 23 Jt,Paraprofessional,Small Rural,21,21,0,14,7,7,33.33%,
1060,Peyton 23 Jt,Principals,Small Rural,2,3,1,1,1,2,50.00%,
1060,Peyton 23 Jt,Professional-Other,Small Rural,2,1,-1,1,1,0,50.00%,
1060,Peyton 23 Jt,Teachers,Small Rural,44,43,-1,34,10,9,22.73%,
1060,Peyton 23 Jt Total,1060 All Job Catagories Totals,Small Rural,107,117,10,79,28,38,26.17%,
1070,Hanover 28,Adminstrators,Small Rural,3,3,0,1,2,2,66.67%,
1070,Hanover 28,Crafts/Trades/Services,Small Rural,14,14,0,9,5,5,35.71%,
1070,Hanover 28,Instructional Support,Small Rural,0,0,0,0,0,0,NA,
1070,Hanover 28,Office/Administrative Support,Small Rural,2,4,2,2,0,2,0.00%,
1070,Hanover 28,Other Support/Special Service Providers,Small Rural,3,1,-2,1,2,0,66.67%,
1070,Hanover 28,Paraprofessional,Small Rural,16,11,-5,8,8,3,50.00%,
1070,Hanover 28,Principals,Small Rural,2,3,1,2,0,1,0.00%,
1070,Hanover 28,Professional-Other,Small Rural,5,3,-2,3,2,0,40.00%,
1070,Hanover 28,Teachers,Small Rural,23,20,-3,15,8,5,34.78%,
1070,Hanover 28 Total,1070 All Job Catagories Totals,Small Rural,68,59,-9,41,27,18,39.71%,
1080,Lewis-Palmer 38,Adminstrators,Rural,18,24,6,13,5,11,27.78%,
1080,Lewis-Palmer 38,Crafts/Trades/Services,Rural,126,106,-20,90,36,16,28.57%,
1080,Lewis-Palmer 38,Instructional Support,Rural,60,72,12,49,11,23,18.33%,
1080,Lewis-Palmer 38,Office/Administrative Support,Rural,65,66,1,54,11,12,16.92%,
1080,Lewis-Palmer 38,Other Support/Special Service Providers,Rural,36,37,1,30,6,7,16.67%,
1080,Lewis-Palmer 38,Paraprofessional,Rural,170,153,-17,119,51,34,30.00%,
1080,Lewis-Palmer 38,Principals,Rural,22,23,1,16,6,7,27.27%,
1080,Lewis-Palmer 38,Professional-Other,Rural,32,30,-2,25,7,5,21.88%,
1080,Lewis-Palmer 38,Teachers,Rural,394,382,-12,298,96,84,24.37%,
1080,Lewis-Palmer 38 Total,1080 All Job Catagories Totals,Rural,923,893,-30,694,229,199,24.81%,
1110,District 49,Adminstrators,Non-Rural,65,72,7,61,4,11,6.15%,
1110,District 49,Crafts/Trades/Services,Non-Rural,326,355,29,251,75,104,23.01%,
1110,District 49,Instructional Support,Non-Rural,190,235,45,152,38,83,20.00%,
1110,District 49,Office/Administrative Support,Non-Rural,202,202,0,144,58,58,28.71%,
1110,District 49,Other Support/Special Service Providers,Non-Rural,95,129,34,79,16,50,16.84%,
1110,District 49,Paraprofessional,Non-Rural,766,782,16,494,272,288,35.51%,
1110,District 49,Principals,Non-Rural,90,98,8,77,13,21,14.44%,
1110,District 49,Professional-Other,Non-Rural,129,140,11,105,24,35,18.60%,
1110,District 49,Teachers,Non-Rural,1333,1365,32,1059,274,306,20.56%,
1110,District 49 Total,1110 All Job Catagories Totals,Non-Rural,3196,3378,182,2422,774,956,24.22%,
1120,Edison 54 JT,Adminstrators,Small Rural,1,1,0,1,0,0,0.00%,
1120,Edison 54 JT,Crafts/Trades/Services,Small Rural,5,6,1,3,2,3,40.00%,
1120,Edison 54 JT,Instructional Support,Small Rural,0,0,0,0,0,0,NA,
1120,Edison 54 JT,Office/Administrative Support,Small Rural,4,4,0,4,0,0,0.00%,
1120,Edison 54 JT,Other Support/Special Service Providers,Small Rural,1,0,-1,0,1,0,100.00%,
1120,Edison 54 JT,Paraprofessional,Small Rural,2,1,-1,1,1,0,50.00%,
1120,Edison 54 JT,Principals,Small Rural,0,0,0,0,0,0,NA,
1120,Edison 54 JT,Professional-Other,Small Rural,0,0,0,0,0,0,NA,
1120,Edison 54 JT,Teachers,Small Rural,11,9,-2,3,8,6,72.73%,
1120,Edison 54 JT Total,1120 All Job Catagories Totals,Small Rural,24,21,-3,12,12,9,50.00%,
1130,Miami/Yoder 60 JT,Adminstrators,Small Rural,1,1,0,1,0,0,0.00%,
1130,Miami/Yoder 60 JT,Crafts/Trades/Services,Small Rural,17,16,-1,13,4,3,23.53%,
1130,Miami/Yoder 60 JT,Instructional Support,Small Rural,2,2,0,2,0,0,0.00%,
1130,Miami/Yoder 60 JT,Office/Administrative Support,Small Rural,4,4,0,3,1,1,25.00%,
1130,Miami/Yoder 60 JT,Other Support/Special Service Providers,Small Rural,1,0,-1,0,1,0,100.00%,
1130,Miami/Yoder 60 JT,Paraprofessional,Small Rural,18,24,6,15,3,9,16.67%,
1130,Miami/Yoder 60 JT,Principals,Small Rural,2,2,0,1,1,1,50.00%,
1130,Miami/Yoder 60 JT,Professional-Other,Small Rural,3,3,0,3,0,0,0.00%,
1130,Miami/Yoder 60 JT,Teachers,Small Rural,25,22,-3,20,5,2,20.00%,
1130,Miami/Yoder 60 JT Total,1130 All Job Catagories Totals,Small Rural,73,74,1,58,15,16,20.55%,
1140,Canon City RE-1,Adminstrators,Rural,9,12,3,8,1,4,11.11%,
1140,Canon City RE-1,Crafts/Trades/Services,Rural,77,85,8,66,11,19,14.29%,
1140,Canon City RE-1,Instructional Support,Rural,24,29,5,18,6,11,25.00%,
1140,Canon City RE-1,Office/Administrative Support,Rural,34,34,0,27,7,7,20.59%,
1140,Canon City RE-1,Other Support/Special Service Providers,Rural,15,12,-3,11,4,1,26.67%,
1140,Canon City RE-1,Paraprofessional,Rural,111,110,-1,83,28,27,25.23%,
1140,Canon City RE-1,Principals,Rural,15,15,0,14,1,1,6.67%,
1140,Canon City RE-1,Professional-Other,Rural,19,20,1,17,2,3,10.53%,
1140,Canon City RE-1,Teachers,Rural,228,219,-9,181,47,38,20.61%,
1140,Canon City RE-1 Total,1140 All Job Catagories Totals,Rural,532,536,4,425,107,111,20.11%,
1150,Fremont RE-2,Adminstrators,Rural,6,6,0,5,1,1,16.67%,
1150,Fremont RE-2,Crafts/Trades/Services,Rural,46,49,3,38,8,11,17.39%,
1150,Fremont RE-2,Instructional Support,Rural,9,7,-2,5,4,2,44.44%,
1150,Fremont RE-2,Office/Administrative Support,Rural,9,9,0,8,1,1,11.11%,
1150,Fremont RE-2,Other Support/Special Service Providers,Rural,8,4,-4,4,4,0,50.00%,
1150,Fremont RE-2,Paraprofessional,Rural,50,59,9,37,13,22,26.00%,
1150,Fremont RE-2,Principals,Rural,5,4,-1,3,2,1,40.00%,
1150,Fremont RE-2,Professional-Other,Rural,8,7,-1,6,2,1,25.00%,
1150,Fremont RE-2,Teachers,Rural,87,88,1,67,20,21,22.99%,
1150,Fremont RE-2 Total,1150 All Job Catagories Totals,Rural,228,233,5,173,55,60,24.12%,
1160,Cotopaxi RE-3,Adminstrators,Small Rural,1,1,0,0,1,1,100.00%,
1160,Cotopaxi RE-3,Crafts/Trades/Services,Small Rural,7,9,2,4,3,5,42.86%,
1160,Cotopaxi RE-3,Instructional Support,Small Rural,2,2,0,2,0,0,0.00%,
1160,Cotopaxi RE-3,Office/Administrative Support,Small Rural,2,2,0,2,0,0,0.00%,
1160,Cotopaxi RE-3,Other Support/Special Service Providers,Small Rural,0,1,1,0,0,1,NA,
1160,Cotopaxi RE-3,Paraprofessional,Small Rural,10,13,3,8,2,5,20.00%,
1160,Cotopaxi RE-3,Principals,Small Rural,1,1,0,0,1,1,100.00%,
1160,Cotopaxi RE-3,Professional-Other,Small Rural,0,1,1,0,0,1,NA,
1160,Cotopaxi RE-3,Teachers,Small Rural,19,17,-2,10,9,7,47.37%,
1160,Cotopaxi RE-3 Total,1160 All Job Catagories Totals,Small Rural,42,47,5,26,16,21,38.10%,
1180,Roaring Fork RE-1,Adminstrators,Rural,6,8,2,5,1,3,16.67%,
1180,Roaring Fork RE-1,Crafts/Trades/Services,Rural,99,100,1,76,23,24,23.23%,
1180,Roaring Fork RE-1,Instructional Support,Rural,45,55,10,37,8,18,17.78%,
1180,Roaring Fork RE-1,Office/Administrative Support,Rural,50,54,4,43,7,11,14.00%,
1180,Roaring Fork RE-1,Other Support/Special Service Providers,Rural,13,20,7,11,2,9,15.38%,
1180,Roaring Fork RE-1,Paraprofessional,Rural,108,120,12,74,34,46,31.48%,
1180,Roaring Fork RE-1,Principals,Rural,26,26,0,20,6,6,23.08%,
1180,Roaring Fork RE-1,Professional-Other,Rural,36,41,5,33,3,8,8.33%,
1180,Roaring Fork RE-1,Teachers,Rural,413,422,9,342,71,80,17.19%,
1180,Roaring Fork RE-1 Total,1180 All Job Catagories Totals,Rural,796,846,50,641,155,205,19.47%,
1195,Garfield Re-2,Adminstrators,Rural,20,17,-3,14,6,3,30.00%,
1195,Garfield Re-2,Crafts/Trades/Services,Rural,108,108,0,93,15,15,13.89%,
1195,Garfield Re-2,Instructional Support,Rural,31,39,8,21,10,18,32.26%,
1195,Garfield Re-2,Office/Administrative Support,Rural,44,46,2,37,7,9,15.91%,
1195,Garfield Re-2,Other Support/Special Service Providers,Rural,11,19,8,8,3,11,27.27%,
1195,Garfield Re-2,Paraprofessional,Rural,193,164,-29,123,70,41,36.27%,
1195,Garfield Re-2,Principals,Rural,19,19,0,17,2,2,10.53%,
1195,Garfield Re-2,Professional-Other,Rural,19,7,-12,5,14,2,73.68%,
1195,Garfield Re-2,Teachers,Rural,297,274,-23,242,55,32,18.52%,
1195,Garfield Re-2 Total,1195 All Job Catagories Totals,Rural,742,693,-49,560,182,133,24.53%,
1220,Garfield 16,Adminstrators,Rural,1,2,1,1,0,1,0.00%,
1220,Garfield 16,Crafts/Trades/Services,Rural,36,36,0,26,10,10,27.78%,
1220,Garfield 16,Instructional Support,Rural,9,8,-1,5,4,3,44.44%,
1220,Garfield 16,Office/Administrative Support,Rural,15,16,1,14,1,2,6.67%,
1220,Garfield 16,Other Support/Special Service Providers,Rural,3,2,-1,2,1,0,33.33%,
1220,Garfield 16,Paraprofessional,Rural,37,44,7,23,14,21,37.84%,
1220,Garfield 16,Principals,Rural,8,8,0,6,2,2,25.00%,
1220,Garfield 16,Professional-Other,Rural,6,7,1,5,1,2,16.67%,
1220,Garfield 16,Teachers,Rural,79,81,2,58,21,23,26.58%,
1220,Garfield 16 Total,1220 All Job Catagories Totals,Rural,194,204,10,140,54,64,27.84%,
1330,Gilpin County RE-1,Adminstrators,Small Rural,2,1,-1,1,1,0,50.00%,
1330,Gilpin County RE-1,Crafts/Trades/Services,Small Rural,10,8,-2,5,5,3,50.00%,
1330,Gilpin County RE-1,Instructional Support,Small Rural,2,2,0,2,0,0,0.00%,
1330,Gilpin County RE-1,Office/Administrative Support,Small Rural,2,1,-1,1,1,0,50.00%,
1330,Gilpin County RE-1,Other Support/Special Service Providers,Small Rural,0,0,0,0,0,0,NA,
1330,Gilpin County RE-1,Paraprofessional,Small Rural,10,10,0,6,4,4,40.00%,
1330,Gilpin County RE-1,Principals,Small Rural,2,2,0,1,1,1,50.00%,
1330,Gilpin County RE-1,Professional-Other,Small Rural,1,2,1,1,0,1,0.00%,
1330,Gilpin County RE-1,Teachers,Small Rural,31,29,-2,28,3,1,9.68%,
1330,Gilpin County RE-1 Total,1330 All Job Catagories Totals,Small Rural,60,55,-5,45,15,10,25.00%,
1340,West Grand 1-JT,Adminstrators,Small Rural,1,1,0,1,0,0,0.00%,
1340,West Grand 1-JT,Crafts/Trades/Services,Small Rural,9,10,1,9,0,1,0.00%,
1340,West Grand 1-JT,Instructional Support,Small Rural,4,3,-1,2,2,1,50.00%,
1340,West Grand 1-JT,Office/Administrative Support,Small Rural,2,3,1,2,0,1,0.00%,
1340,West Grand 1-JT,Other Support/Special Service Providers,Small Rural,1,1,0,1,0,0,0.00%,
1340,West Grand 1-JT,Paraprofessional,Small Rural,14,13,-1,8,6,5,42.86%,
1340,West Grand 1-JT,Principals,Small Rural,2,3,1,1,1,2,50.00%,
1340,West Grand 1-JT,Professional-Other,Small Rural,9,10,1,7,2,3,22.22%,
1340,West Grand 1-JT,Teachers,Small Rural,32,32,0,22,10,10,31.25%,
1340,West Grand 1-JT Total,1340 All Job Catagories Totals,Small Rural,74,76,2,53,21,23,28.38%,
1350,East Grand 2,Adminstrators,Rural,2,2,0,2,0,0,0.00%,
1350,East Grand 2,Crafts/Trades/Services,Rural,27,39,12,23,4,16,14.81%,
1350,East Grand 2,Instructional Support,Rural,16,14,-2,8,8,6,50.00%,
1350,East Grand 2,Office/Administrative Support,Rural,14,15,1,11,3,4,21.43%,
1350,East Grand 2,Other Support/Special Service Providers,Rural,3,4,1,2,1,2,33.33%,
1350,East Grand 2,Paraprofessional,Rural,37,36,-1,23,14,13,37.84%,
1350,East Grand 2,Principals,Rural,6,5,-1,5,1,0,16.67%,
1350,East Grand 2,Professional-Other,Rural,6,8,2,3,3,5,50.00%,
1350,East Grand 2,Teachers,Rural,108,106,-2,90,18,16,16.67%,
1350,East Grand 2 Total,1350 All Job Catagories Totals,Rural,219,229,10,167,52,62,23.74%,
1360,Gunnison Watershed RE1J,Adminstrators,Rural,10,11,1,8,2,3,20.00%,
1360,Gunnison Watershed RE1J,Crafts/Trades/Services,Rural,35,36,1,28,7,8,20.00%,
1360,Gunnison Watershed RE1J,Instructional Support,Rural,27,30,3,20,7,10,25.93%,
1360,Gunnison Watershed RE1J,Office/Administrative Support,Rural,16,15,-1,14,2,1,12.50%,
1360,Gunnison Watershed RE1J,Other Support/Special Service Providers,Rural,7,7,0,4,3,3,42.86%,
1360,Gunnison Watershed RE1J,Paraprofessional,Rural,57,50,-7,39,18,11,31.58%,
1360,Gunnison Watershed RE1J,Principals,Rural,10,10,0,8,2,2,20.00%,
1360,Gunnison Watershed RE1J,Professional-Other,Rural,11,11,0,11,0,0,0.00%,
1360,Gunnison Watershed RE1J,Teachers,Rural,154,149,-5,118,36,31,23.38%,
1360,Gunnison Watershed RE1J Total,1360 All Job Catagories Totals,Rural,327,319,-8,250,77,69,23.55%,
1380,Hinsdale County RE 1,Adminstrators,Small Rural,3,2,-1,2,1,0,33.33%,
1380,Hinsdale County RE 1,Crafts/Trades/Services,Small Rural,3,3,0,3,0,0,0.00%,
1380,Hinsdale County RE 1,Instructional Support,Small Rural,2,2,0,2,0,0,0.00%,
1380,Hinsdale County RE 1,Office/Administrative Support,Small Rural,1,1,0,1,0,0,0.00%,
1380,Hinsdale County RE 1,Other Support/Special Service Providers,Small Rural,1,2,1,0,1,2,100.00%,
1380,Hinsdale County RE 1,Paraprofessional,Small Rural,2,3,1,2,0,1,0.00%,
1380,Hinsdale County RE 1,Principals,Small Rural,0,0,0,0,0,0,NA,
1380,Hinsdale County RE 1,Professional-Other,Small Rural,3,3,0,3,0,0,0.00%,
1380,Hinsdale County RE 1,Teachers,Small Rural,14,12,-2,11,3,1,21.43%,
1380,Hinsdale County RE 1 Total,1380 All Job Catagories Totals,Small Rural,29,28,-1,24,5,4,17.24%,
1390,Huerfano Re-1,Adminstrators,Small Rural,1,1,0,1,0,0,0.00%,
1390,Huerfano Re-1,Crafts/Trades/Services,Small Rural,8,14,6,4,4,10,50.00%,
1390,Huerfano Re-1,Instructional Support,Small Rural,1,7,6,0,1,7,100.00%,
1390,Huerfano Re-1,Office/Administrative Support,Small Rural,5,7,2,4,1,3,20.00%,
1390,Huerfano Re-1,Other Support/Special Service Providers,Small Rural,0,1,1,0,0,1,NA,
1390,Huerfano Re-1,Paraprofessional,Small Rural,14,17,3,5,9,12,64.29%,
1390,Huerfano Re-1,Principals,Small Rural,1,4,3,1,0,3,0.00%,
1390,Huerfano Re-1,Professional-Other,Small Rural,1,3,2,1,0,2,0.00%,
1390,Huerfano Re-1,Teachers,Small Rural,16,32,16,9,7,23,43.75%,
1390,Huerfano Re-1 Total,1390 All Job Catagories Totals,Small Rural,47,86,39,25,22,61,46.81%,
1400,La Veta Re-2,Adminstrators,Small Rural,2,1,-1,1,1,0,50.00%,
1400,La Veta Re-2,Crafts/Trades/Services,Small Rural,3,3,0,3,0,0,0.00%,
1400,La Veta Re-2,Instructional Support,Small Rural,3,12,9,2,1,10,33.33%,
1400,La Veta Re-2,Office/Administrative Support,Small Rural,1,1,0,1,0,0,0.00%,
1400,La Veta Re-2,Other Support/Special Service Providers,Small Rural,1,1,0,1,0,0,0.00%,
1400,La Veta Re-2,Paraprofessional,Small Rural,7,6,-1,5,2,1,28.57%,
1400,La Veta Re-2,Principals,Small Rural,0,0,0,0,0,0,NA,
1400,La Veta Re-2,Professional-Other,Small Rural,5,5,0,4,1,1,20.00%,
1400,La Veta Re-2,Teachers,Small Rural,28,19,-9,18,10,1,35.71%,
1400,La Veta Re-2 Total,1400 All Job Catagories Totals,Small Rural,50,48,-2,35,15,13,30.00%,
1410,North Park R-1,Adminstrators,Small Rural,1,1,0,1,0,0,0.00%,
1410,North Park R-1,Crafts/Trades/Services,Small Rural,4,4,0,1,3,3,75.00%,
1410,North Park R-1,Instructional Support,Small Rural,5,5,0,4,1,1,20.00%,
1410,North Park R-1,Office/Administrative Support,Small Rural,2,2,0,2,0,0,0.00%,
1410,North Park R-1,Other Support/Special Service Providers,Small Rural,0,0,0,0,0,0,NA,
1410,North Park R-1,Paraprofessional,Small Rural,10,10,0,8,2,2,20.00%,
1410,North Park R-1,Principals,Small Rural,1,1,0,1,0,0,0.00%,
1410,North Park R-1,Professional-Other,Small Rural,4,5,1,4,0,1,0.00%,
1410,North Park R-1,Teachers,Small Rural,15,14,-1,12,3,2,20.00%,
1410,North Park R-1 Total,1410 All Job Catagories Totals,Small Rural,42,42,0,33,9,9,21.43%,
1420,Jefferson County R-1,Adminstrators,Non-Rural,86,89,3,74,12,15,13.95%,
1420,Jefferson County R-1,Crafts/Trades/Services,Non-Rural,1470,1478,8,1171,299,307,20.34%,
1420,Jefferson County R-1,Instructional Support,Non-Rural,714,752,38,571,143,181,20.03%,
1420,Jefferson County R-1,Office/Administrative Support,Non-Rural,601,601,0,506,95,95,15.81%,
1420,Jefferson County R-1,Other Support/Special Service Providers,Non-Rural,513,526,13,427,86,99,16.76%,
1420,Jefferson County R-1,Paraprofessional,Non-Rural,2244,2282,38,1624,620,658,27.63%,
1420,Jefferson County R-1,Principals,Non-Rural,339,347,8,296,43,51,12.68%,
1420,Jefferson County R-1,Professional-Other,Non-Rural,487,511,24,431,56,80,11.50%,
1420,Jefferson County R-1,Teachers,Non-Rural,4573,4514,-59,3871,702,643,15.35%,
1420,Jefferson County R-1 Total,1420 All Job Catagories Totals,Non-Rural,11027,11100,73,8971,2056,2129,18.65%,
1430,Eads RE-1,Adminstrators,Small Rural,1,1,0,1,0,0,0.00%,
1430,Eads RE-1,Crafts/Trades/Services,Small Rural,4,3,-1,3,1,0,25.00%,
1430,Eads RE-1,Instructional Support,Small Rural,2,2,0,2,0,0,0.00%,
1430,Eads RE-1,Office/Administrative Support,Small Rural,2,2,0,2,0,0,0.00%,
1430,Eads RE-1,Other Support/Special Service Providers,Small Rural,0,0,0,0,0,0,NA,
1430,Eads RE-1,Paraprofessional,Small Rural,15,12,-3,10,5,2,33.33%,
1430,Eads RE-1,Principals,Small Rural,2,1,-1,1,1,0,50.00%,
1430,Eads RE-1,Professional-Other,Small Rural,1,1,0,1,0,0,0.00%,
1430,Eads RE-1,Teachers,Small Rural,20,21,1,20,0,1,0.00%,
1430,Eads RE-1 Total,1430 All Job Catagories Totals,Small Rural,47,43,-4,40,7,3,14.89%,
1440,Plainview RE-2,Adminstrators,Small Rural,1,1,0,1,0,0,0.00%,
1440,Plainview RE-2,Crafts/Trades/Services,Small Rural,3,3,0,2,1,1,33.33%,
1440,Plainview RE-2,Instructional Support,Small Rural,0,0,0,0,0,0,NA,
1440,Plainview RE-2,Office/Administrative Support,Small Rural,1,1,0,1,0,0,0.00%,
1440,Plainview RE-2,Other Support/Special Service Providers,Small Rural,0,0,0,0,0,0,NA,
1440,Plainview RE-2,Paraprofessional,Small Rural,3,3,0,2,1,1,33.33%,
1440,Plainview RE-2,Principals,Small Rural,1,1,0,1,0,0,0.00%,
1440,Plainview RE-2,Professional-Other,Small Rural,2,2,0,1,1,1,50.00%,
1440,Plainview RE-2,Teachers,Small Rural,9,9,0,7,2,2,22.22%,
1440,Plainview RE-2 Total,1440 All Job Catagories Totals,Small Rural,20,20,0,15,5,5,25.00%,
1450,Arriba-Flagler C-20,Adminstrators,Small Rural,2,1,-1,1,1,0,50.00%,
1450,Arriba-Flagler C-20,Crafts/Trades/Services,Small Rural,8,10,2,7,1,3,12.50%,
1450,Arriba-Flagler C-20,Instructional Support,Small Rural,0,1,1,0,0,1,NA,
1450,Arriba-Flagler C-20,Office/Administrative Support,Small Rural,2,2,0,1,1,1,50.00%,
1450,Arriba-Flagler C-20,Other Support/Special Service Providers,Small Rural,1,1,0,1,0,0,0.00%,
1450,Arriba-Flagler C-20,Paraprofessional,Small Rural,12,13,1,11,1,2,8.33%,
1450,Arriba-Flagler C-20,Principals,Small Rural,1,1,0,0,1,1,100.00%,
1450,Arriba-Flagler C-20,Professional-Other,Small Rural,1,1,0,1,0,0,0.00%,
1450,Arriba-Flagler C-20,Teachers,Small Rural,18,17,-1,16,2,1,11.11%,
1450,Arriba-Flagler C-20 Total,1450 All Job Catagories Totals,Small Rural,45,47,2,38,7,9,15.56%,
1460,Hi-Plains R-23,Adminstrators,Small Rural,3,3,0,0,3,3,100.00%,
1460,Hi-Plains R-23,Crafts/Trades/Services,Small Rural,6,6,0,4,2,2,33.33%,
1460,Hi-Plains R-23,Instructional Support,Small Rural,1,1,0,1,0,0,0.00%,
1460,Hi-Plains R-23,Office/Administrative Support,Small Rural,0,0,0,0,0,0,NA,
1460,Hi-Plains R-23,Other Support/Special Service Providers,Small Rural,0,1,1,0,0,1,NA,
1460,Hi-Plains R-23,Paraprofessional,Small Rural,3,5,2,2,1,3,33.33%,
1460,Hi-Plains R-23,Principals,Small Rural,0,0,0,0,0,0,NA,
1460,Hi-Plains R-23,Professional-Other,Small Rural,0,0,0,0,0,0,NA,
1460,Hi-Plains R-23,Teachers,Small Rural,14,16,2,9,5,7,35.71%,
1460,Hi-Plains R-23 Total,1460 All Job Catagories Totals,Small Rural,27,32,5,16,11,16,40.74%,
1480,Stratton R-4,Adminstrators,Small Rural,1,1,0,1,0,0,0.00%,
1480,Stratton R-4,Crafts/Trades/Services,Small Rural,5,5,0,5,0,0,0.00%,
1480,Stratton R-4,Instructional Support,Small Rural,2,2,0,2,0,0,0.00%,
1480,Stratton R-4,Office/Administrative Support,Small Rural,3,3,0,3,0,0,0.00%,
1480,Stratton R-4,Other Support/Special Service Providers,Small Rural,1,1,0,1,0,0,0.00%,
1480,Stratton R-4,Paraprofessional,Small Rural,8,8,0,6,2,2,25.00%,
1480,Stratton R-4,Principals,Small Rural,2,2,0,2,0,0,0.00%,
1480,Stratton R-4,Professional-Other,Small Rural,2,1,-1,1,1,0,50.00%,
1480,Stratton R-4,Teachers,Small Rural,15,18,3,12,3,6,20.00%,
1480,Stratton R-4 Total,1480 All Job Catagories Totals,Small Rural,39,41,2,33,6,8,15.38%,
1490,Bethune R-5,Adminstrators,Small Rural,1,1,0,0,1,1,100.00%,
1490,Bethune R-5,Crafts/Trades/Services,Small Rural,6,6,0,6,0,0,0.00%,
1490,Bethune R-5,Instructional Support,Small Rural,3,2,-1,1,2,1,66.67%,
1490,Bethune R-5,Office/Administrative Support,Small Rural,2,2,0,2,0,0,0.00%,
1490,Bethune R-5,Other Support/Special Service Providers,Small Rural,1,0,-1,0,1,0,100.00%,
1490,Bethune R-5,Paraprofessional,Small Rural,9,9,0,7,2,2,22.22%,
1490,Bethune R-5,Principals,Small Rural,0,0,0,0,0,0,NA,
1490,Bethune R-5,Professional-Other,Small Rural,0,0,0,0,0,0,NA,
1490,Bethune R-5,Teachers,Small Rural,15,14,-1,11,4,3,26.67%,
1490,Bethune R-5 Total,1490 All Job Catagories Totals,Small Rural,37,34,-3,27,10,7,27.03%,
1500,Burlington RE-6J,Adminstrators,Small Rural,1,1,0,1,0,0,0.00%,
1500,Burlington RE-6J,Crafts/Trades/Services,Small Rural,17,16,-1,14,3,2,17.65%,
1500,Burlington RE-6J,Instructional Support,Small Rural,4,5,1,3,1,2,25.00%,
1500,Burlington RE-6J,Office/Administrative Support,Small Rural,7,6,-1,4,3,2,42.86%,
1500,Burlington RE-6J,Other Support/Special Service Providers,Small Rural,1,1,0,1,0,0,0.00%,
1500,Burlington RE-6J,Paraprofessional,Small Rural,23,21,-2,18,5,3,21.74%,
1500,Burlington RE-6J,Principals,Small Rural,3,2,-1,2,1,0,33.33%,
