LEA,LEA Name,Position Category,Rural Status,2023-2024 Headcount,2024-2025 Headcount,Difference,People Returned,People Left ,New People,Turnover Rate,
1500,Burlington RE-6J,Professional-Other,Small Rural,2,2,0,2,0,0,0.00%,
1500,Burlington RE-6J,Teachers,Small Rural,47,47,0,38,9,9,19.15%,
1500,Burlington RE-6J Total,1500 All Job Catagories Totals,Small Rural,105,101,-4,83,22,18,20.95%,
1510,Lake County R-1,Adminstrators,Small Rural,2,2,0,0,2,2,100.00%,
1510,Lake County R-1,Crafts/Trades/Services,Small Rural,33,24,-9,22,11,2,33.33%,
1510,Lake County R-1,Instructional Support,Small Rural,8,7,-1,5,3,2,37.50%,
1510,Lake County R-1,Office/Administrative Support,Small Rural,8,9,1,8,0,1,0.00%,
1510,Lake County R-1,Other Support/Special Service Providers,Small Rural,5,7,2,4,1,3,20.00%,
1510,Lake County R-1,Paraprofessional,Small Rural,44,44,0,27,17,17,38.64%,
1510,Lake County R-1,Principals,Small Rural,9,7,-2,6,3,1,33.33%,
1510,Lake County R-1,Professional-Other,Small Rural,17,12,-5,10,7,2,41.18%,
1510,Lake County R-1,Teachers,Small Rural,68,61,-7,51,17,10,25.00%,
1510,Lake County R-1 Total,1510 All Job Catagories Totals,Small Rural,194,173,-21,133,61,40,31.44%,
1520,Durango 9-R,Adminstrators,Rural,23,20,-3,17,6,3,26.09%,
1520,Durango 9-R,Crafts/Trades/Services,Rural,111,123,12,85,26,38,23.42%,
1520,Durango 9-R,Instructional Support,Rural,94,75,-19,51,43,24,45.74%,
1520,Durango 9-R,Office/Administrative Support,Rural,60,57,-3,47,13,10,21.67%,
1520,Durango 9-R,Other Support/Special Service Providers,Rural,29,29,0,25,4,4,13.79%,
1520,Durango 9-R,Paraprofessional,Rural,128,146,18,92,36,54,28.13%,
1520,Durango 9-R,Principals,Rural,29,27,-2,24,5,3,17.24%,
1520,Durango 9-R,Professional-Other,Rural,21,18,-3,16,5,2,23.81%,
1520,Durango 9-R,Teachers,Rural,416,360,-56,309,107,51,25.72%,
1520,Durango 9-R Total,1520 All Job Catagories Totals,Rural,911,855,-56,666,245,189,26.89%,
1530,Bayfield 10 Jt-R,Adminstrators,Rural,4,4,0,4,0,0,0.00%,
1530,Bayfield 10 Jt-R,Crafts/Trades/Services,Rural,29,34,5,24,5,10,17.24%,
1530,Bayfield 10 Jt-R,Instructional Support,Rural,11,11,0,9,2,2,18.18%,
1530,Bayfield 10 Jt-R,Office/Administrative Support,Rural,4,9,5,4,0,5,0.00%,
1530,Bayfield 10 Jt-R,Other Support/Special Service Providers,Rural,1,1,0,1,0,0,0.00%,
1530,Bayfield 10 Jt-R,Paraprofessional,Rural,27,28,1,19,8,9,29.63%,
1530,Bayfield 10 Jt-R,Principals,Rural,7,7,0,5,2,2,28.57%,
1530,Bayfield 10 Jt-R,Professional-Other,Rural,8,8,0,5,3,3,37.50%,
1530,Bayfield 10 Jt-R,Teachers,Rural,101,99,-2,80,21,19,20.79%,
1530,Bayfield 10 Jt-R Total,1530 All Job Catagories Totals,Rural,192,201,9,151,41,50,21.35%,
1540,Ignacio 11 JT,Adminstrators,Small Rural,4,5,1,3,1,2,25.00%,
1540,Ignacio 11 JT,Crafts/Trades/Services,Small Rural,29,26,-3,22,7,4,24.14%,
1540,Ignacio 11 JT,Instructional Support,Small Rural,7,8,1,7,0,1,0.00%,
1540,Ignacio 11 JT,Office/Administrative Support,Small Rural,10,10,0,9,1,1,10.00%,
1540,Ignacio 11 JT,Other Support/Special Service Providers,Small Rural,1,1,0,1,0,0,0.00%,
1540,Ignacio 11 JT,Paraprofessional,Small Rural,19,19,0,10,9,9,47.37%,
1540,Ignacio 11 JT,Principals,Small Rural,6,6,0,5,1,1,16.67%,
1540,Ignacio 11 JT,Professional-Other,Small Rural,6,7,1,5,1,2,16.67%,
1540,Ignacio 11 JT,Teachers,Small Rural,62,62,0,48,14,14,22.58%,
1540,Ignacio 11 JT Total,1540 All Job Catagories Totals,Small Rural,144,144,0,110,34,34,23.61%,
1550,Poudre R-1,Adminstrators,Non-Rural,37,35,-2,30,7,5,18.92%,
1550,Poudre R-1,Crafts/Trades/Services,Non-Rural,607,597,-10,482,125,115,20.59%,
1550,Poudre R-1,Instructional Support,Non-Rural,311,313,2,256,55,57,17.68%,
1550,Poudre R-1,Office/Administrative Support,Non-Rural,282,273,-9,229,53,44,18.79%,
1550,Poudre R-1,Other Support/Special Service Providers,Non-Rural,146,156,10,130,16,26,10.96%,
1550,Poudre R-1,Paraprofessional,Non-Rural,1030,1096,66,743,287,353,27.86%,
1550,Poudre R-1,Principals,Non-Rural,133,131,-2,119,14,12,10.53%,
1550,Poudre R-1,Professional-Other,Non-Rural,182,194,12,164,18,30,9.89%,
1550,Poudre R-1,Teachers,Non-Rural,1968,1959,-9,1758,210,201,10.67%,
1550,Poudre R-1 Total,1550 All Job Catagories Totals,Non-Rural,4696,4754,58,3911,785,843,16.72%,
1560,Thompson R2-J,Adminstrators,Non-Rural,31,35,4,30,1,5,3.23%,
1560,Thompson R2-J,Crafts/Trades/Services,Non-Rural,343,333,-10,250,93,83,27.11%,
1560,Thompson R2-J,Instructional Support,Non-Rural,207,209,2,149,58,60,28.02%,
1560,Thompson R2-J,Office/Administrative Support,Non-Rural,153,161,8,131,22,30,14.38%,
1560,Thompson R2-J,Other Support/Special Service Providers,Non-Rural,104,105,1,79,25,26,24.04%,
1560,Thompson R2-J,Paraprofessional,Non-Rural,394,415,21,288,106,127,26.90%,
1560,Thompson R2-J,Principals,Non-Rural,54,55,1,45,9,10,16.67%,
1560,Thompson R2-J,Professional-Other,Non-Rural,93,92,-1,76,17,16,18.28%,
1560,Thompson R2-J,Teachers,Non-Rural,952,965,13,796,156,169,16.39%,
1560,Thompson R2-J Total,1560 All Job Catagories Totals,Non-Rural,2331,2370,39,1844,487,526,20.89%,
1570,Estes Park R-3,Adminstrators,Small Rural,4,5,1,4,0,1,0.00%,
1570,Estes Park R-3,Crafts/Trades/Services,Small Rural,21,23,2,15,6,8,28.57%,
1570,Estes Park R-3,Instructional Support,Small Rural,13,13,0,8,5,5,38.46%,
1570,Estes Park R-3,Office/Administrative Support,Small Rural,11,11,0,8,3,3,27.27%,
1570,Estes Park R-3,Other Support/Special Service Providers,Small Rural,10,6,-4,3,7,3,70.00%,
1570,Estes Park R-3,Paraprofessional,Small Rural,21,29,8,13,8,16,38.10%,
1570,Estes Park R-3,Principals,Small Rural,5,5,0,3,2,2,40.00%,
1570,Estes Park R-3,Professional-Other,Small Rural,12,13,1,8,4,5,33.33%,
1570,Estes Park R-3,Teachers,Small Rural,81,77,-4,60,21,17,25.93%,
1570,Estes Park R-3 Total,1570 All Job Catagories Totals,Small Rural,178,182,4,122,56,60,31.46%,
1580,Trinidad 1,Adminstrators,Small Rural,3,2,-1,2,1,0,33.33%,
1580,Trinidad 1,Crafts/Trades/Services,Small Rural,24,19,-5,18,6,1,25.00%,
1580,Trinidad 1,Instructional Support,Small Rural,4,2,-2,2,2,0,50.00%,
1580,Trinidad 1,Office/Administrative Support,Small Rural,6,4,-2,3,3,1,50.00%,
1580,Trinidad 1,Other Support/Special Service Providers,Small Rural,2,2,0,2,0,0,0.00%,
1580,Trinidad 1,Paraprofessional,Small Rural,18,14,-4,12,6,2,33.33%,
1580,Trinidad 1,Principals,Small Rural,6,4,-2,4,2,0,33.33%,
1580,Trinidad 1,Professional-Other,Small Rural,7,8,1,6,1,2,14.29%,
1580,Trinidad 1,Teachers,Small Rural,51,44,-7,38,13,6,25.49%,
1580,Trinidad 1 Total,1580 All Job Catagories Totals,Small Rural,121,99,-22,87,34,12,28.10%,
1590,Primero Reorganized 2,Adminstrators,Small Rural,2,1,-1,1,1,0,50.00%,
1590,Primero Reorganized 2,Crafts/Trades/Services,Small Rural,8,5,-3,5,3,0,37.50%,
1590,Primero Reorganized 2,Instructional Support,Small Rural,1,1,0,1,0,0,0.00%,
1590,Primero Reorganized 2,Office/Administrative Support,Small Rural,1,1,0,1,0,0,0.00%,
1590,Primero Reorganized 2,Other Support/Special Service Providers,Small Rural,1,1,0,1,0,0,0.00%,
1590,Primero Reorganized 2,Paraprofessional,Small Rural,6,3,-3,3,3,0,50.00%,
1590,Primero Reorganized 2,Principals,Small Rural,1,1,0,0,1,1,100.00%,
1590,Primero Reorganized 2,Professional-Other,Small Rural,3,1,-2,1,2,0,66.67%,
1590,Primero Reorganized 2,Teachers,Small Rural,21,17,-4,16,5,1,23.81%,
1590,Primero Reorganized 2 Total,1590 All Job Catagories Totals,Small Rural,44,31,-13,29,15,2,34.09%,
1600,Hoehne Reorganized 3,Adminstrators,Small Rural,1,1,0,1,0,0,0.00%,
1600,Hoehne Reorganized 3,Crafts/Trades/Services,Small Rural,12,12,0,10,2,2,16.67%,
1600,Hoehne Reorganized 3,Instructional Support,Small Rural,3,2,-1,2,1,0,33.33%,
1600,Hoehne Reorganized 3,Office/Administrative Support,Small Rural,3,3,0,3,0,0,0.00%,
1600,Hoehne Reorganized 3,Other Support/Special Service Providers,Small Rural,1,1,0,0,1,1,100.00%,
1600,Hoehne Reorganized 3,Paraprofessional,Small Rural,6,7,1,5,1,2,16.67%,
1600,Hoehne Reorganized 3,Principals,Small Rural,1,1,0,1,0,0,0.00%,
1600,Hoehne Reorganized 3,Professional-Other,Small Rural,1,1,0,1,0,0,0.00%,
1600,Hoehne Reorganized 3,Teachers,Small Rural,20,20,0,18,2,2,10.00%,
1600,Hoehne Reorganized 3 Total,1600 All Job Catagories Totals,Small Rural,48,48,0,41,7,7,14.58%,
1620,Aguilar Reorganized 6,Adminstrators,Small Rural,1,2,1,1,0,1,0.00%,
1620,Aguilar Reorganized 6,Crafts/Trades/Services,Small Rural,6,6,0,5,1,1,16.67%,
1620,Aguilar Reorganized 6,Instructional Support,Small Rural,1,2,1,1,0,1,0.00%,
1620,Aguilar Reorganized 6,Office/Administrative Support,Small Rural,2,1,-1,1,1,0,50.00%,
1620,Aguilar Reorganized 6,Other Support/Special Service Providers,Small Rural,1,1,0,1,0,0,0.00%,
1620,Aguilar Reorganized 6,Paraprofessional,Small Rural,5,4,-1,3,2,1,40.00%,
1620,Aguilar Reorganized 6,Principals,Small Rural,2,1,-1,1,1,0,50.00%,
1620,Aguilar Reorganized 6,Professional-Other,Small Rural,2,2,0,2,0,0,0.00%,
1620,Aguilar Reorganized 6,Teachers,Small Rural,14,13,-1,12,2,1,14.29%,
1620,Aguilar Reorganized 6 Total,1620 All Job Catagories Totals,Small Rural,34,32,-2,27,7,5,20.59%,
1750,Branson Reorganized 82,Adminstrators,Small Rural,1,1,0,1,0,0,0.00%,
1750,Branson Reorganized 82,Crafts/Trades/Services,Small Rural,4,4,0,3,1,1,25.00%,
1750,Branson Reorganized 82,Instructional Support,Small Rural,2,3,1,2,0,1,0.00%,
1750,Branson Reorganized 82,Office/Administrative Support,Small Rural,5,5,0,5,0,0,0.00%,
1750,Branson Reorganized 82,Other Support/Special Service Providers,Small Rural,0,0,0,0,0,0,NA,
1750,Branson Reorganized 82,Paraprofessional,Small Rural,6,7,1,5,1,2,16.67%,
1750,Branson Reorganized 82,Principals,Small Rural,2,2,0,2,0,0,0.00%,
1750,Branson Reorganized 82,Professional-Other,Small Rural,3,3,0,2,1,1,33.33%,
1750,Branson Reorganized 82,Teachers,Small Rural,32,36,4,27,5,9,15.63%,
1750,Branson Reorganized 82 Total,1750 All Job Catagories Totals,Small Rural,55,61,6,47,8,14,14.55%,
1760,Kim Reorganized 88,Adminstrators,Small Rural,1,0,-1,0,1,0,100.00%,
1760,Kim Reorganized 88,Crafts/Trades/Services,Small Rural,4,2,-2,2,2,0,50.00%,
1760,Kim Reorganized 88,Instructional Support,Small Rural,0,0,0,0,0,0,NA,
1760,Kim Reorganized 88,Office/Administrative Support,Small Rural,2,2,0,2,0,0,0.00%,
1760,Kim Reorganized 88,Other Support/Special Service Providers,Small Rural,0,0,0,0,0,0,NA,
1760,Kim Reorganized 88,Paraprofessional,Small Rural,1,0,-1,0,1,0,100.00%,
1760,Kim Reorganized 88,Principals,Small Rural,0,0,0,0,0,0,NA,
1760,Kim Reorganized 88,Professional-Other,Small Rural,0,0,0,0,0,0,NA,
1760,Kim Reorganized 88,Teachers,Small Rural,9,9,0,9,0,0,0.00%,
1760,Kim Reorganized 88 Total,1760 All Job Catagories Totals,Small Rural,17,13,-4,13,4,0,23.53%,
1780,Genoa-Hugo C113,Adminstrators,Small Rural,1,1,0,1,0,0,0.00%,
1780,Genoa-Hugo C113,Crafts/Trades/Services,Small Rural,8,9,1,7,1,2,12.50%,
1780,Genoa-Hugo C113,Instructional Support,Small Rural,1,1,0,1,0,0,0.00%,
1780,Genoa-Hugo C113,Office/Administrative Support,Small Rural,2,2,0,1,1,1,50.00%,
1780,Genoa-Hugo C113,Other Support/Special Service Providers,Small Rural,0,0,0,0,0,0,NA,
1780,Genoa-Hugo C113,Paraprofessional,Small Rural,10,10,0,9,1,1,10.00%,
1780,Genoa-Hugo C113,Principals,Small Rural,1,1,0,1,0,0,0.00%,
1780,Genoa-Hugo C113,Professional-Other,Small Rural,1,1,0,1,0,0,0.00%,
1780,Genoa-Hugo C113,Teachers,Small Rural,19,18,-1,16,3,2,15.79%,
1780,Genoa-Hugo C113 Total,1780 All Job Catagories Totals,Small Rural,43,43,0,37,6,6,13.95%,
1790,Limon RE-4J,Adminstrators,Small Rural,1,1,0,1,0,0,0.00%,
1790,Limon RE-4J,Crafts/Trades/Services,Small Rural,13,15,2,10,3,5,23.08%,
1790,Limon RE-4J,Instructional Support,Small Rural,4,4,0,3,1,1,25.00%,
1790,Limon RE-4J,Office/Administrative Support,Small Rural,3,4,1,3,0,1,0.00%,
1790,Limon RE-4J,Other Support/Special Service Providers,Small Rural,2,3,1,1,1,2,50.00%,
1790,Limon RE-4J,Paraprofessional,Small Rural,14,11,-3,7,7,4,50.00%,
1790,Limon RE-4J,Principals,Small Rural,2,2,0,2,0,0,0.00%,
1790,Limon RE-4J,Professional-Other,Small Rural,2,3,1,2,0,1,0.00%,
1790,Limon RE-4J,Teachers,Small Rural,33,34,1,26,7,8,21.21%,
1790,Limon RE-4J Total,1790 All Job Catagories Totals,Small Rural,74,77,3,55,19,22,25.68%,
1810,Karval RE-23,Adminstrators,Small Rural,1,1,0,1,0,0,0.00%,
1810,Karval RE-23,Crafts/Trades/Services,Small Rural,8,9,1,5,3,4,37.50%,
1810,Karval RE-23,Instructional Support,Small Rural,1,0,-1,0,1,0,100.00%,
1810,Karval RE-23,Office/Administrative Support,Small Rural,2,2,0,2,0,0,0.00%,
1810,Karval RE-23,Other Support/Special Service Providers,Small Rural,1,1,0,1,0,0,0.00%,
1810,Karval RE-23,Paraprofessional,Small Rural,7,5,-2,3,4,2,57.14%,
1810,Karval RE-23,Principals,Small Rural,0,1,1,0,0,1,NA,
1810,Karval RE-23,Professional-Other,Small Rural,0,0,0,0,0,0,NA,
1810,Karval RE-23,Teachers,Small Rural,7,6,-1,4,3,2,42.86%,
1810,Karval RE-23 Total,1810 All Job Catagories Totals,Small Rural,27,25,-2,16,11,9,40.74%,
1828,Valley RE-1,Adminstrators,Rural,4,5,1,4,0,1,0.00%,
1828,Valley RE-1,Crafts/Trades/Services,Rural,50,52,2,42,8,10,16.00%,
1828,Valley RE-1,Instructional Support,Rural,9,9,0,6,3,3,33.33%,
1828,Valley RE-1,Office/Administrative Support,Rural,17,18,1,16,1,2,5.88%,
1828,Valley RE-1,Other Support/Special Service Providers,Rural,6,8,2,5,1,3,16.67%,
1828,Valley RE-1,Paraprofessional,Rural,80,88,8,58,22,30,27.50%,
1828,Valley RE-1,Principals,Rural,13,13,0,12,1,1,7.69%,
1828,Valley RE-1,Professional-Other,Rural,18,19,1,18,0,1,0.00%,
1828,Valley RE-1,Teachers,Rural,118,127,9,103,15,24,12.71%,
1828,Valley RE-1 Total,1828 All Job Catagories Totals,Rural,315,339,24,264,51,75,16.19%,
1850,Frenchman RE-3,Adminstrators,Small Rural,1,1,0,1,0,0,0.00%,
1850,Frenchman RE-3,Crafts/Trades/Services,Small Rural,3,7,4,3,0,4,0.00%,
1850,Frenchman RE-3,Instructional Support,Small Rural,1,4,3,1,0,3,0.00%,
1850,Frenchman RE-3,Office/Administrative Support,Small Rural,1,1,0,1,0,0,0.00%,
1850,Frenchman RE-3,Other Support/Special Service Providers,Small Rural,0,0,0,0,0,0,NA,
1850,Frenchman RE-3,Paraprofessional,Small Rural,8,9,1,5,3,4,37.50%,
1850,Frenchman RE-3,Principals,Small Rural,1,1,0,1,0,0,0.00%,
1850,Frenchman RE-3,Professional-Other,Small Rural,3,3,0,3,0,0,0.00%,
1850,Frenchman RE-3,Teachers,Small Rural,21,19,-2,16,5,3,23.81%,
1850,Frenchman RE-3 Total,1850 All Job Catagories Totals,Small Rural,39,45,6,31,8,14,20.51%,
1860,Buffalo RE-4J,Adminstrators,Small Rural,1,1,0,1,0,0,0.00%,
1860,Buffalo RE-4J,Crafts/Trades/Services,Small Rural,5,6,1,4,1,2,20.00%,
1860,Buffalo RE-4J,Instructional Support,Small Rural,2,4,2,1,1,3,50.00%,
1860,Buffalo RE-4J,Office/Administrative Support,Small Rural,4,4,0,4,0,0,0.00%,
1860,Buffalo RE-4J,Other Support/Special Service Providers,Small Rural,0,0,0,0,0,0,NA,
1860,Buffalo RE-4J,Paraprofessional,Small Rural,11,10,-1,9,2,1,18.18%,
1860,Buffalo RE-4J,Principals,Small Rural,2,2,0,2,0,0,0.00%,
1860,Buffalo RE-4J,Professional-Other,Small Rural,0,0,0,0,0,0,NA,
1860,Buffalo RE-4J,Teachers,Small Rural,24,21,-3,21,3,0,12.50%,
1860,Buffalo RE-4J Total,1860 All Job Catagories Totals,Small Rural,49,48,-1,42,7,6,14.29%,
1870,Plateau RE-5,Adminstrators,Small Rural,1,1,0,1,0,0,0.00%,
1870,Plateau RE-5,Crafts/Trades/Services,Small Rural,9,10,1,7,2,3,22.22%,
1870,Plateau RE-5,Instructional Support,Small Rural,1,1,0,1,0,0,0.00%,
1870,Plateau RE-5,Office/Administrative Support,Small Rural,2,2,0,2,0,0,0.00%,
1870,Plateau RE-5,Other Support/Special Service Providers,Small Rural,0,0,0,0,0,0,NA,
1870,Plateau RE-5,Paraprofessional,Small Rural,12,13,1,10,2,3,16.67%,
1870,Plateau RE-5,Principals,Small Rural,1,1,0,0,1,1,100.00%,
1870,Plateau RE-5,Professional-Other,Small Rural,1,1,0,1,0,0,0.00%,
1870,Plateau RE-5,Teachers,Small Rural,17,17,0,17,0,0,0.00%,
1870,Plateau RE-5 Total,1870 All Job Catagories Totals,Small Rural,44,46,2,39,5,7,11.36%,
1980,De Beque 49JT,Adminstrators,Small Rural,4,3,-1,3,1,0,25.00%,
1980,De Beque 49JT,Crafts/Trades/Services,Small Rural,3,3,0,3,0,0,0.00%,
1980,De Beque 49JT,Instructional Support,Small Rural,1,1,0,1,0,0,0.00%,
1980,De Beque 49JT,Office/Administrative Support,Small Rural,0,0,0,0,0,0,NA,
1980,De Beque 49JT,Other Support/Special Service Providers,Small Rural,0,0,0,0,0,0,NA,
1980,De Beque 49JT,Paraprofessional,Small Rural,8,5,-3,5,3,0,37.50%,
1980,De Beque 49JT,Principals,Small Rural,0,0,0,0,0,0,NA,
1980,De Beque 49JT,Professional-Other,Small Rural,3,3,0,3,0,0,0.00%,
1980,De Beque 49JT,Teachers,Small Rural,17,15,-2,15,2,0,11.76%,
1980,De Beque 49JT Total,1980 All Job Catagories Totals,Small Rural,36,30,-6,30,6,0,16.67%,
1990,Plateau Valley 50,Adminstrators,Small Rural,1,1,0,1,0,0,0.00%,
1990,Plateau Valley 50,Crafts/Trades/Services,Small Rural,13,11,-2,11,2,0,15.38%,
1990,Plateau Valley 50,Instructional Support,Small Rural,3,3,0,2,1,1,33.33%,
1990,Plateau Valley 50,Office/Administrative Support,Small Rural,3,4,1,3,0,1,0.00%,
1990,Plateau Valley 50,Other Support/Special Service Providers,Small Rural,1,1,0,1,0,0,0.00%,
1990,Plateau Valley 50,Paraprofessional,Small Rural,7,9,2,5,2,4,28.57%,
1990,Plateau Valley 50,Principals,Small Rural,3,4,1,1,2,3,66.67%,
1990,Plateau Valley 50,Professional-Other,Small Rural,2,1,-1,1,1,0,50.00%,
1990,Plateau Valley 50,Teachers,Small Rural,25,26,1,19,6,7,24.00%,
1990,Plateau Valley 50 Total,1990 All Job Catagories Totals,Small Rural,58,60,2,44,14,16,24.14%,
2000,Mesa County Valley 51,Adminstrators,Non-Rural,25,26,1,23,2,3,8.00%,
2000,Mesa County Valley 51,Crafts/Trades/Services,Non-Rural,340,336,-4,275,65,61,19.12%,
2000,Mesa County Valley 51,Instructional Support,Non-Rural,158,157,-1,124,34,33,21.52%,
2000,Mesa County Valley 51,Office/Administrative Support,Non-Rural,176,168,-8,148,28,20,15.91%,
2000,Mesa County Valley 51,Other Support/Special Service Providers,Non-Rural,144,135,-9,110,34,25,23.61%,
2000,Mesa County Valley 51,Paraprofessional,Non-Rural,629,631,2,486,143,145,22.73%,
2000,Mesa County Valley 51,Principals,Non-Rural,92,90,-2,82,10,8,10.87%,
2000,Mesa County Valley 51,Professional-Other,Non-Rural,103,106,3,87,16,19,15.53%,
2000,Mesa County Valley 51,Teachers,Non-Rural,1305,1297,-8,1155,150,142,11.49%,
2000,Mesa County Valley 51 Total,2000 All Job Catagories Totals,Non-Rural,2972,2946,-26,2490,482,456,16.22%,
2010,Creede School District,Adminstrators,Small Rural,1,1,0,0,1,1,100.00%,
2010,Creede School District,Crafts/Trades/Services,Small Rural,3,6,3,1,2,5,66.67%,
2010,Creede School District,Instructional Support,Small Rural,0,4,4,0,0,4,NA,
2010,Creede School District,Office/Administrative Support,Small Rural,4,1,-3,1,3,0,75.00%,
2010,Creede School District,Other Support/Special Service Providers,Small Rural,1,1,0,0,1,1,100.00%,
2010,Creede School District,Paraprofessional,Small Rural,3,3,0,0,3,3,100.00%,
2010,Creede School District,Principals,Small Rural,1,1,0,0,1,1,100.00%,
2010,Creede School District,Professional-Other,Small Rural,3,8,5,2,1,6,33.33%,
2010,Creede School District,Teachers,Small Rural,13,17,4,9,4,8,30.77%,
2010,Creede School District Total,2010 All Job Catagories Totals,Small Rural,29,42,13,13,16,29,55.17%,
2020,Moffat County RE: No 1,Adminstrators,Rural,8,9,1,5,3,4,37.50%,
2020,Moffat County RE: No 1,Crafts/Trades/Services,Rural,54,53,-1,38,16,15,29.63%,
2020,Moffat County RE: No 1,Instructional Support,Rural,35,29,-6,20,15,9,42.86%,
2020,Moffat County RE: No 1,Office/Administrative Support,Rural,18,20,2,11,7,9,38.89%,
2020,Moffat County RE: No 1,Other Support/Special Service Providers,Rural,15,13,-2,11,4,2,26.67%,
2020,Moffat County RE: No 1,Paraprofessional,Rural,112,110,-2,69,43,41,38.39%,
2020,Moffat County RE: No 1,Principals,Rural,8,9,1,7,1,2,12.50%,
2020,Moffat County RE: No 1,Professional-Other,Rural,10,14,4,8,2,6,20.00%,
2020,Moffat County RE: No 1,Teachers,Rural,137,136,-1,107,30,29,21.90%,
2020,Moffat County RE: No 1 Total,2020 All Job Catagories Totals,Rural,397,393,-4,276,121,117,30.48%,
2035,Montezuma-Cortez RE-1,Adminstrators,Rural,12,13,1,11,1,2,8.33%,
2035,Montezuma-Cortez RE-1,Crafts/Trades/Services,Rural,62,51,-11,45,17,6,27.42%,
2035,Montezuma-Cortez RE-1,Instructional Support,Rural,24,20,-4,17,7,3,29.17%,
2035,Montezuma-Cortez RE-1,Office/Administrative Support,Rural,34,34,0,28,6,6,17.65%,
2035,Montezuma-Cortez RE-1,Other Support/Special Service Providers,Rural,7,7,0,6,1,1,14.29%,
2035,Montezuma-Cortez RE-1,Paraprofessional,Rural,61,52,-9,33,28,19,45.90%,
2035,Montezuma-Cortez RE-1,Principals,Rural,17,17,0,14,3,3,17.65%,
2035,Montezuma-Cortez RE-1,Professional-Other,Rural,8,10,2,7,1,3,12.50%,
2035,Montezuma-Cortez RE-1,Teachers,Rural,161,155,-6,111,50,44,31.06%,
2035,Montezuma-Cortez RE-1 Total,2035 All Job Catagories Totals,Rural,386,359,-27,272,114,87,29.53%,
2055,Dolores RE-4A,Adminstrators,Small Rural,3,2,-1,1,2,1,66.67%,
2055,Dolores RE-4A,Crafts/Trades/Services,Small Rural,14,19,5,12,2,7,14.29%,
2055,Dolores RE-4A,Instructional Support,Small Rural,6,8,2,3,3,5,50.00%,
2055,Dolores RE-4A,Office/Administrative Support,Small Rural,9,8,-1,6,3,2,33.33%,
2055,Dolores RE-4A,Other Support/Special Service Providers,Small Rural,1,1,0,0,1,1,100.00%,
2055,Dolores RE-4A,Paraprofessional,Small Rural,37,49,12,26,11,23,29.73%,
2055,Dolores RE-4A,Principals,Small Rural,2,3,1,1,1,2,50.00%,
2055,Dolores RE-4A,Professional-Other,Small Rural,6,4,-2,3,3,1,50.00%,
2055,Dolores RE-4A,Teachers,Small Rural,53,53,0,42,11,11,20.75%,
2055,Dolores RE-4A Total,2055 All Job Catagories Totals,Small Rural,131,147,16,94,37,53,28.24%,
2070,Mancos Re-6,Adminstrators,Small Rural,4,2,-2,2,2,0,50.00%,
2070,Mancos Re-6,Crafts/Trades/Services,Small Rural,13,15,2,12,1,3,7.69%,
2070,Mancos Re-6,Instructional Support,Small Rural,5,5,0,4,1,1,20.00%,
2070,Mancos Re-6,Office/Administrative Support,Small Rural,2,2,0,2,0,0,0.00%,
2070,Mancos Re-6,Other Support/Special Service Providers,Small Rural,2,2,0,1,1,1,50.00%,
2070,Mancos Re-6,Paraprofessional,Small Rural,16,18,2,8,8,10,50.00%,
2070,Mancos Re-6,Principals,Small Rural,2,3,1,1,1,2,50.00%,
2070,Mancos Re-6,Professional-Other,Small Rural,10,10,0,9,1,1,10.00%,
2070,Mancos Re-6,Teachers,Small Rural,36,35,-1,27,9,8,25.00%,
2070,Mancos Re-6 Total,2070 All Job Catagories Totals,Small Rural,90,92,2,66,24,26,26.67%,
2180,Montrose County RE-1J,Adminstrators,Rural,8,9,1,6,2,3,25.00%,
